Job number,Occupancyissueddate,BIN,Borough,Housenumber,Streetname,Block,Lot,Noofdwellingunits,Buildingoccupancygroupclassification,CofilingtypeLabel,CofO Status
120481246-01,1/27/22 11:13,1089709,Manhattan,625,WEST 57 STREET,1105,7501,709,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120481246-01,5/6/22 15:35,1089709,Manhattan,625,WEST 57 STREET,1105,7501,709,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120487393-01,3/2/22 10:27,1041203,Manhattan,11,EAST 67TH STREET,1382,10,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Initial,CO Issued
120490325-01,5/24/22 10:23,1040849,Manhattan,680,MADISON AVENUE,1376,15,68,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal With Change,CO Issued
120508806-01,3/21/22 15:51,1043214,Manhattan,122,EAST 78TH STREET,1412,62,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Renewal Without Change,CO Issued
120508806-01,4/14/22 14:21,1043214,Manhattan,122,EAST 78TH STREET,1412,62,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
120519812-01,4/28/22 16:10,1087119,Manhattan,1095,AVENUE OF THE AMERICAS,994,7501,,B - BUSINESS,Renewal Without Change,CO Issued
120524735-01,3/14/22 17:35,1045270,Manhattan,415,EAST 59 STREET,1454,1,,B - BUSINESS,Renewal Without Change,CO Issued
120527778-01,1/6/22 9:41,1067116,Manhattan,421,HUDSON STREET,601,7501,185,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120527778-01,4/6/22 12:32,1067116,Manhattan,421,HUDSON STREET,601,7501,185,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120544795-01,3/8/22 10:00,1001169,Manhattan,30,CLIFF STREET,75,7503,,A-3 - ASSEMBLY: OTHER,Renewal Without Change,CO Issued
120544795-01,6/30/22 10:46,1001169,Manhattan,30,CLIFF STREET,75,7503,,A-3 - ASSEMBLY: OTHER,Renewal Without Change,CO Issued
120545927-01,1/21/22 17:00,1007941,Manhattan,295,LAFAYETTE STREET,510,7502,,B - BUSINESS,Renewal Without Change,CO Issued
120555103-01,1/19/22 11:43,1001126,Manhattan,116,JOHN STREET,69,32,416,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120555103-01,5/16/22 15:42,1001126,Manhattan,116,JOHN STREET,69,32,416,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120559083-01,2/14/22 16:39,1023157,Manhattan,787,SEVENTH AVENUE,1004,20,,B - BUSINESS,Renewal With Change,CO Issued
120559083-01,5/17/22 11:36,1023157,Manhattan,787,SEVENTH AVENUE,1004,20,,B - BUSINESS,Renewal Without Change,CO Issued
120562284-01,2/4/22 15:25,1090740,Manhattan,300,WEST 122ND STREET,1948,7504,170,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal With Change,CO Issued
120562284-01,3/21/22 14:54,1090740,Manhattan,300,WEST 122ND STREET,1948,7504,170,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal With Change,CO Issued
120562284-01,6/9/22 12:17,1090740,Manhattan,300,WEST 122ND STREET,1948,7504,170,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120578311-01,3/21/22 12:18,1002073,Manhattan,187,FRANKLIN STREET,181,14,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Renewal Without Change,CO Issued
120578311-01,6/16/22 14:07,1002073,Manhattan,187,FRANKLIN STREET,181,14,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Renewal Without Change,CO Issued
120581502-01,1/5/22 15:36,1015862,Manhattan,350,5 AVENUE,835,41,,B - BUSINESS,Renewal Without Change,CO Issued
120581502-01,4/8/22 14:34,1015862,Manhattan,350,5 AVENUE,835,41,,B - BUSINESS,Renewal Without Change,CO Issued
120581502-01,6/30/22 11:22,1015862,Manhattan,350,5 AVENUE,835,41,,B - BUSINESS,Renewal Without Change,CO Issued
120585660-01,2/15/22 14:58,1006183,Manhattan,49 1/2,FIRST AVENUE,445,37,4,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120585660-01,5/11/22 14:55,1006183,Manhattan,49 1/2,FIRST AVENUE,445,37,4,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120591412-01,4/15/22 15:39,1080644,Manhattan,620,AVENUE OF THE AMERICAS,820,7505,,B - BUSINESS,Renewal With Change,CO Issued
120596364-01,1/10/22 10:07,1089677,Manhattan,35,W 15TH ST,817,7503,55,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120596364-01,4/1/22 11:47,1089677,Manhattan,35,W 15TH ST,817,7503,55,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120596364-01,6/23/22 15:40,1089677,Manhattan,35,W 15TH ST,817,7503,55,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120597862-01,3/18/22 15:19,1024805,Manhattan,218,WEST 50TH STREET,1021,50,230,"R-1 - RESIDENTIAL: HOTELS, DORMITORIES",Final,CO Issued
120598594-01,3/16/22 14:43,1046852,Manhattan,1040,PARK AVE.,1498,33,92,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120598594-01,6/10/22 12:51,1046852,Manhattan,1040,PARK AVE.,1498,33,92,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120612998-01,1/7/22 15:39,1032136,Manhattan,509,AMSTERDAM AVE,1215,64,12,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120612998-01,3/25/22 16:05,1032136,Manhattan,509,AMSTERDAM AVE,1215,64,12,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120615192-01,3/4/22 10:33,1083487,Manhattan,333,EAST 9TH STREET,451,45,9,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal With Change,CO Issued
120615192-01,5/31/22 14:13,1083487,Manhattan,333,EAST 9TH STREET,451,45,9,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120615209-01,4/8/22 15:14,1006421,Manhattan,335,EAST 9TH STREET,451,44,8,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120615218-01,1/11/22 14:16,1006422,Manhattan,331,EAST 9TH STREET,451,46,11,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120615218-01,4/6/22 11:29,1006422,Manhattan,331,EAST 9TH STREET,451,46,11,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120615227-01,3/8/22 13:58,1006423,Manhattan,329,EAST 9TH STREET,451,47,6,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120615227-01,5/31/22 14:11,1006423,Manhattan,329,EAST 9TH STREET,451,47,6,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120628776-01,1/24/22 11:24,1088817,Manhattan,440,PARK AVENUE,1292,7502,144,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120628776-01,4/29/22 17:22,1088817,Manhattan,440,PARK AVENUE,1292,7502,144,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120635465-01,2/11/22 14:56,1014560,Manhattan,555,6TH AVE,791,36,163,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120635465-01,5/9/22 16:01,1014560,Manhattan,555,6TH AVE,791,36,163,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120640093-01,1/7/22 16:31,1012384,Manhattan,259,TENTH AVENUE,697,31,,E - EDUCATIONAL,Renewal Without Change,CO Issued
120640093-01,4/1/22 11:10,1012384,Manhattan,259,TENTH AVENUE,697,31,,E - EDUCATIONAL,Renewal Without Change,CO Issued
120640093-01,6/28/22 10:37,1012384,Manhattan,259,TENTH AVENUE,697,31,,E - EDUCATIONAL,Renewal Without Change,CO Issued
120640510-01,2/4/22 15:16,1010382,Manhattan,395,HUDSON STREET,600,7501,,B - BUSINESS,Renewal Without Change,CO Issued
120640510-01,5/9/22 15:00,1010382,Manhattan,395,HUDSON STREET,600,7501,,B - BUSINESS,Renewal Without Change,CO Issued
120642885-01,1/6/22 16:46,1032196,Manhattan,125,WEST 86TH STREET,1217,23,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
120649138-01,3/16/22 12:28,1001883,Manhattan,93,WORTH STREET,173,7504,91,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120649138-01,6/7/22 15:02,1001883,Manhattan,93,WORTH STREET,173,7504,91,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120650143-01,2/15/22 8:37,1057835,Manhattan,148,WEST 125TH STREET,1909,57,,B - BUSINESS,Renewal Without Change,CO Issued
120650143-01,5/9/22 14:09,1057835,Manhattan,148,WEST 125TH STREET,1909,57,,B - BUSINESS,Renewal Without Change,CO Issued
120650633-01,1/31/22 10:21,1079952,Manhattan,71,SPRING STREET,496,36,,B - BUSINESS,Renewal Without Change,CO Issued
120650633-01,5/6/22 15:11,1079952,Manhattan,71,SPRING STREET,496,36,,B - BUSINESS,Renewal Without Change,CO Issued
120658136-01,2/9/22 16:12,1090617,Manhattan,126,WEST 42ND STREET,994,7501,0,M - MERCANTILE,Renewal With Change,CO Issued
120658136-01,3/14/22 10:53,1090617,Manhattan,126,WEST 42ND STREET,994,7501,0,M - MERCANTILE,Renewal Without Change,CO Issued
120658136-01,3/23/22 8:54,1090617,Manhattan,126,WEST 42ND STREET,994,7501,0,M - MERCANTILE,Renewal With Change,CO Issued
120658136-01,6/16/22 14:05,1090617,Manhattan,126,WEST 42ND STREET,994,7501,0,M - MERCANTILE,Renewal Without Change,CO Issued
120671255-01,3/9/22 12:18,1022622,Manhattan,156,WEST 44TH STREET,996,56,11,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120671255-01,6/1/22 8:59,1022622,Manhattan,156,WEST 44TH STREET,996,56,11,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120676143-01,2/18/22 15:17,1040805,Manhattan,524,PARK AVE,1375,36,,A-3 - ASSEMBLY: OTHER,Renewal With Change,CO Issued
120683787-01,4/8/22 11:40,1034200,Manhattan,510,FIFTH AVENUE,1258,40,,M - MERCANTILE,Renewal Without Change,CO Issued
120697898-01,5/13/22 16:38,1005289,Manhattan,95,DELANCY STREET,409,17,,A-2 - ASSEMBLY: EATING & DRINKING,Renewal Without Change,CO Issued
120710917-01,1/27/22 16:27,1036218,Manhattan,148,EAST 48TH STREET,1302,43,211,"R-1 - RESIDENTIAL: HOTELS, DORMITORIES",Renewal Without Change,CO Issued
120710917-01,5/2/22 14:11,1036218,Manhattan,148,EAST 48TH STREET,1302,43,211,"R-1 - RESIDENTIAL: HOTELS, DORMITORIES",Renewal Without Change,CO Issued
120715486-01,1/11/22 15:26,1016163,Manhattan,890,BROADWAY,848,7502,,B - BUSINESS,Renewal Without Change,CO Issued
120733484-01,3/21/22 10:27,1056384,Manhattan,2589,BROADWAY,1869,7503,165,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120733484-01,5/24/22 14:14,1056384,Manhattan,2589,BROADWAY,1869,7503,165,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120736490-01,2/25/22 12:52,1050760,Manhattan,424,EAST 92ND STREET,1571,38,,B - BUSINESS,Renewal Without Change,CO Issued
120736490-01,5/24/22 17:20,1050760,Manhattan,424,EAST 92ND STREET,1571,38,,B - BUSINESS,Renewal Without Change,CO Issued
120745471-01,3/29/22 9:38,1090129,Manhattan,135,WEST 30TH STREET,806,13,273,"R-1 - RESIDENTIAL: HOTELS, DORMITORIES",Renewal Without Change,CO Issued
120745471-01,6/22/22 15:56,1090129,Manhattan,135,WEST 30TH STREET,806,13,273,"R-1 - RESIDENTIAL: HOTELS, DORMITORIES",Renewal Without Change,CO Issued
120746826-01,3/10/22 15:41,1089443,Manhattan,100,EAST 9TH STREET,554,35,,B - BUSINESS,Renewal Without Change,CO Issued
120746826-01,6/6/22 11:28,1089443,Manhattan,100,EAST 9TH STREET,554,35,,B - BUSINESS,Renewal Without Change,CO Issued
120751347-01,3/25/22 15:18,1037556,Manhattan,209,EAST 43RD STREET,1317,7,,A-2 - ASSEMBLY: EATING & DRINKING,Renewal Without Change,CO Issued
120751347-01,6/24/22 11:10,1037556,Manhattan,209,EAST 43RD STREET,1317,7,,A-2 - ASSEMBLY: EATING & DRINKING,Renewal Without Change,CO Issued
120753675-01,2/9/22 15:01,1001572,Manhattan,60,HUDSON ST,144,40,,B - BUSINESS,Renewal Without Change,CO Issued
120753675-01,5/5/22 10:40,1001572,Manhattan,60,HUDSON ST,144,40,,B - BUSINESS,Renewal Without Change,CO Issued
120762843-01,2/7/22 14:46,1024965,Manhattan,311,WEST   43 STREET,1034,7501,,B - BUSINESS,Renewal Without Change,CO Issued
120769329-01,3/9/22 17:11,1018089,Manhattan,333,PARK AVENUE SOUTH,880,92,8,B - BUSINESS,Renewal Without Change,CO Issued
120772495-01,3/15/22 12:45,1047052,Manhattan,1109,FIFTH AVENUE,1504,1,,A-3 - ASSEMBLY: OTHER,Renewal Without Change,CO Issued
120781136-01,2/9/22 16:06,1058684,Manhattan,211,WEST 129 STREET,1933,26,,E - EDUCATIONAL,Final,CO Issued
120785622-01,3/25/22 12:37,1089862,Manhattan,500,WEST 30 STREET,701,7502,390,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120785622-01,6/21/22 14:13,1089862,Manhattan,500,WEST 30 STREET,701,7502,390,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120786417-01,2/14/22 10:37,1002323,Manhattan,396,BROADWAY,195,7,171,"R-1 - RESIDENTIAL: HOTELS, DORMITORIES",Final,CO Issued
120797085-01,3/11/22 14:09,1033609,Manhattan,666,WEST END AVENUE,1240,1,355,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120797085-01,6/15/22 11:20,1033609,Manhattan,666,WEST END AVENUE,1240,1,355,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120800534-01,1/12/22 16:57,1013576,Manhattan,519,8TH AVE,759,45,,B - BUSINESS,Renewal Without Change,CO Issued
120800534-01,4/7/22 11:23,1013576,Manhattan,519,8TH AVE,759,45,,B - BUSINESS,Renewal Without Change,CO Issued
120803130-01,1/31/22 14:28,1078081,Manhattan,7,WASHINGTON MEWS,550,13,,B - BUSINESS,Final,CO Issued
120809697-01,2/11/22 11:28,1027195,Manhattan,26,WEST 61ST STREET,1113,7501,167,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120809697-01,5/25/22 15:36,1027195,Manhattan,26,WEST 61ST STREET,1113,7501,167,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120819329-01,3/31/22 9:33,1078063,Manhattan,255,BOWERY,427,7506,4,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120819329-01,6/28/22 12:12,1078063,Manhattan,255,BOWERY,427,7506,4,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120823216-01,6/16/22 17:06,1007088,Manhattan,35,WOOSTER STREET,475,7502,7,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120828998-01,6/8/22 9:26,1023158,Manhattan,1285,AVENUE OF THE AMERICAS,1004,29,,B - BUSINESS,Renewal With Change,CO Issued
120837611-01,1/7/22 16:36,1035062,Manhattan,57,WEST 57TH STREET,1273,1,,B - BUSINESS,Renewal With Change,CO Issued
120837611-01,1/19/22 16:48,1035062,Manhattan,57,WEST 57TH STREET,1273,1,,B - BUSINESS,Renewal Without Change,CO Issued
120837611-01,3/17/22 12:55,1035062,Manhattan,57,WEST 57TH STREET,1273,1,,B - BUSINESS,Renewal Without Change,CO Issued
120837611-01,6/14/22 10:26,1035062,Manhattan,57,WEST 57TH STREET,1273,1,,B - BUSINESS,Renewal Without Change,CO Issued
120838068-01,3/31/22 10:28,1015254,Manhattan,1375,BROADWAY,813,16,,B - BUSINESS,Renewal Without Change,CO Issued
120862726-01,1/24/22 14:25,1048916,Manhattan,200,EAST 94TH STREET,1539,7502,368,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120862726-01,4/20/22 12:40,1048916,Manhattan,200,EAST 94TH STREET,1539,7502,368,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120863725-01,2/18/22 10:59,1007732,Manhattan,156,PRINCE STREET,502,20,22,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120865545-01,5/23/22 15:17,1016240,Manhattan,155,FIFTH AVENUE,850,4,,B - BUSINESS,Renewal With Change,CO Issued
120865830-01,3/7/22 15:15,1036450,Manhattan,109,EAST 50TH STREET,1305,1,,A-3 - ASSEMBLY: OTHER,Renewal Without Change,CO Issued
120865830-01,5/31/22 14:54,1036450,Manhattan,109,EAST 50TH STREET,1305,1,,A-3 - ASSEMBLY: OTHER,Renewal Without Change,CO Issued
120873206-01,4/28/22 16:09,1040895,Manhattan,27,EAST 62ND STREET,1377,24,1,B - BUSINESS,Renewal Without Change,CO Issued
120877989-01,1/21/22 11:51,1015559,Manhattan,7,WEST 22 STREET,824,32,,M - MERCANTILE,Renewal Without Change,CO Issued
120877989-01,4/14/22 16:32,1015559,Manhattan,7,WEST 22 STREET,824,32,,M - MERCANTILE,Renewal Without Change,CO Issued
120879399-01,4/20/22 14:42,1009738,Manhattan,286,SPRING STREET,579,7501,5,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120899652-01,3/22/22 11:31,1032246,Manhattan,101,WEST 87TH STREET,1218,7501,72,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120899652-01,6/8/22 11:11,1032246,Manhattan,101,WEST 87TH STREET,1218,7501,72,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120903629-01,4/4/22 14:13,1080950,Manhattan,416,WEST 52 STREET,1061,7502,156,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120903629-01,5/5/22 9:08,1080950,Manhattan,416,WEST 52 STREET,1061,7502,156,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
120904174-01,2/28/22 14:28,1015171,Manhattan,132,WEST 31ST STREET,806,58,,B - BUSINESS,Renewal Without Change,CO Issued
120904174-01,5/24/22 17:47,1015171,Manhattan,132,WEST 31ST STREET,806,58,,B - BUSINESS,Renewal Without Change,CO Issued
120905627-01,3/1/22 11:52,1083135,Manhattan,13,EAST 13 STREET,571,7501,,A-2 - ASSEMBLY: EATING & DRINKING,Renewal Without Change,CO Issued
120905627-01,6/8/22 15:46,1083135,Manhattan,13,EAST 13 STREET,571,7501,,A-2 - ASSEMBLY: EATING & DRINKING,Renewal Without Change,CO Issued
120911996-01,2/3/22 14:47,1002734,Manhattan,50,VARICK STREET,212,7504,,B - BUSINESS,Renewal Without Change,CO Issued
120911996-01,5/2/22 14:14,1002734,Manhattan,50,VARICK STREET,212,7504,,B - BUSINESS,Renewal Without Change,CO Issued
120921002-01,1/7/22 11:18,1090174,Manhattan,203,EAST 92ND STREET,1538,7501,231,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal With Change,CO Issued
120921002-01,3/31/22 15:18,1090174,Manhattan,203,EAST 92ND STREET,1538,7501,231,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
120921538-01,2/14/22 10:58,1017197,Manhattan,237,MADISON AVENUE,867,20,107,"R-1 - RESIDENTIAL: HOTELS, DORMITORIES",Renewal Without Change,CO Issued
120921538-01,5/11/22 10:38,1017197,Manhattan,237,MADISON AVENUE,867,20,107,"R-1 - RESIDENTIAL: HOTELS, DORMITORIES",Renewal Without Change,CO Issued
120922537-01,1/31/22 11:22,1028549,Manhattan,45,WEST 70TH STREET,1123,12,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Initial,CO Issued
120927667-01,2/4/22 14:58,1015922,Manhattan,53,WEST 36TH STREET,838,12,0,B - BUSINESS,Renewal Without Change,CO Issued
120927667-01,5/3/22 15:06,1015922,Manhattan,53,WEST 36TH STREET,838,12,0,B - BUSINESS,Renewal Without Change,CO Issued
120932465-01,3/25/22 11:42,1022629,Manhattan,123,WEST 44TH STREET,997,19,111,"R-1 - RESIDENTIAL: HOTELS, DORMITORIES",Renewal Without Change,CO Issued
120932465-01,6/23/22 16:54,1022629,Manhattan,123,WEST 44TH STREET,997,19,111,"R-1 - RESIDENTIAL: HOTELS, DORMITORIES",Renewal Without Change,CO Issued
120946842-01,3/25/22 16:24,1077056,Manhattan,222,EAST 81 STREET,1526,37,3,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120946842-01,6/21/22 11:58,1077056,Manhattan,222,EAST 81 STREET,1526,37,3,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120954770-01,2/15/22 11:08,1001905,Manhattan,361,BROADWAY,174,7505,13,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120954770-01,5/9/22 15:20,1001905,Manhattan,361,BROADWAY,174,7505,13,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120971751-01,2/1/22 11:18,1032587,Manhattan,721,AMSTERDAM AVENUE,1226,7502,229,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120971751-01,4/26/22 10:54,1032587,Manhattan,721,AMSTERDAM AVENUE,1226,7502,229,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
120996137-01,3/1/22 11:20,1081059,Manhattan,59,WEST 44TH STREET,1260,7,168,"R-1 - RESIDENTIAL: HOTELS, DORMITORIES",Renewal Without Change,CO Issued
120996137-01,5/24/22 11:40,1081059,Manhattan,59,WEST 44TH STREET,1260,7,168,"R-1 - RESIDENTIAL: HOTELS, DORMITORIES",Renewal Without Change,CO Issued
120996351-01,3/25/22 16:31,1012860,Manhattan,441,9TH AVENUE,732,7501,,B - BUSINESS,Renewal Without Change,CO Issued
120999385-01,6/16/22 11:57,1002983,Manhattan,323,CANAL STREET,230,6,3,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
121011396-01,1/5/22 14:30,1090397,Manhattan,215,CHRYSTIE STREET,427,7507,378,"R-1 - RESIDENTIAL: HOTELS, DORMITORIES",Renewal Without Change,CO Issued
121011396-01,4/1/22 14:41,1090397,Manhattan,215,CHRYSTIE STREET,427,7507,378,"R-1 - RESIDENTIAL: HOTELS, DORMITORIES",Renewal Without Change,CO Issued
121011396-01,6/22/22 14:13,1090397,Manhattan,215,CHRYSTIE STREET,427,7507,378,"R-1 - RESIDENTIAL: HOTELS, DORMITORIES",Renewal Without Change,CO Issued
121012689-01,4/7/22 9:53,1024737,Manhattan,235,WEST 46TH STREET,1018,6,610,"R-1 - RESIDENTIAL: HOTELS, DORMITORIES",Renewal Without Change,CO Issued
121015579-01,5/9/22 10:51,1008238,Manhattan,192,MERCER STREET,523,46,,A-2 - ASSEMBLY: EATING & DRINKING,Renewal Without Change,CO Issued
121016453-01,3/4/22 11:27,1035252,Manhattan,21,WEST 58TH ST.,1274,16,68,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
121016453-01,5/27/22 10:44,1035252,Manhattan,21,WEST 58TH ST.,1274,16,68,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
121017050-01,6/27/22 17:50,1016016,Manhattan,54,WEST 39 STREET,840,78,,A-2 - ASSEMBLY: EATING & DRINKING,Renewal With Change,CO Issued
121017559-01,1/4/22 10:34,1088815,Manhattan,215,PEARL STREET,69,1,326,"R-1 - RESIDENTIAL: HOTELS, DORMITORIES",Renewal Without Change,CO Issued
121017559-01,6/22/22 10:52,1088815,Manhattan,215,PEARL STREET,69,1,326,"R-1 - RESIDENTIAL: HOTELS, DORMITORIES",Renewal Without Change,CO Issued
121041817-01,3/11/22 15:54,1040761,Manhattan,20,EAST 60TH STREET,1374,47,0,B - BUSINESS,Renewal Without Change,CO Issued
121048801-01,6/30/22 11:44,1002618,Manhattan,154,HESTER STREET,204,16,1,A-3 - ASSEMBLY: OTHER,Renewal Without Change,CO Issued
121056999-01,2/22/22 14:55,1014732,Manhattan,641,6TH AVENUE,795,44,,B - BUSINESS,Renewal Without Change,CO Issued
121056999-01,5/24/22 14:55,1014732,Manhattan,641,6TH AVENUE,795,44,,B - BUSINESS,Renewal Without Change,CO Issued
121062376-01,1/5/22 11:29,1082934,Manhattan,910,9TH AVE,1049,1,572,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
121062376-01,4/4/22 11:53,1082934,Manhattan,910,9TH AVE,1049,1,572,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
121081248-01,1/31/22 14:54,1083024,Manhattan,320,WEST 66TH STREET,1171,7514,,B - BUSINESS,Renewal Without Change,CO Issued
121081248-01,5/13/22 10:37,1083024,Manhattan,320,WEST 66TH STREET,1171,7514,,B - BUSINESS,Renewal Without Change,CO Issued
